Cust_ID,Gender,Age,Married,Number_of_Dependents,City,Zip_Code,Number_of_Referrals,,Offer,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
2122-SZZZD,Male,60,No,0,Sacramento,95834,0,44,None,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,19.5,835.5,0,0,1633.66,Stayed,,
2122-YWVYA,Female,44,No,0,San Francisco,94116,0,18,Offer D,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.4,1380.4,0,0,1650.58,Stayed,,
2123-AGEEN,Female,66,No,0,Millbrae,94030,0,7,Offer E,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,84.35,609.65,29.17,10,774.51,Stayed,,
2123-VSCOT,Female,39,Yes,0,Pomona,91767,9,59,None,Yes,Yes,Yes,Cable,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,72.1,4194.85,0,0,5658.64,Stayed,,
2126-GSEGL,Female,53,Yes,0,Solvang,93463,7,70,None,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,84.8,5917.55,0,120,6687.15,Stayed,,
2129-ALKBS,Female,49,Yes,4,Needles,92363,5,40,None,Yes,Yes,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,26.2,1077.5,0,0,3046.3,Stayed,,
2133-TSRRM,Female,47,No,3,Rosemead,91770,0,34,None,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,105.35,3688.6,0,110,4918.56,Stayed,,
2135-DQWAQ,Female,37,No,0,Santa Barbara,93111,0,5,Offer E,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,85.3,420.45,0,10,659.15,Stayed,,
2135-RXIHG,Male,63,No,0,Carson,90745,0,1,Offer E,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.65,45.65,0,0,59.77,Churned,Competitor,Competitor had better devices
2137-DQMEV,Male,39,Yes,2,Tustin,92780,1,68,Offer A,No,,Yes,DSL,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Credit Card,44.8,2983.65,0,0,2983.65,Stayed,,
2138-VFAPZ,Female,40,Yes,1,San Francisco,94130,8,14,Offer D,Yes,No,No,,,,,,,,,,Two Year,Yes,Credit Card,19.7,263.65,0,0,478.27,Stayed,,
2139-FQHLM,Male,49,No,0,Corona,92879,0,19,Offer D,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,89.95,1682.4,29.64,0,1834.21,Stayed,,
2141-RRYGO,Female,51,No,0,Camino,95709,0,4,Offer E,Yes,No,Yes,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,68.65,261.25,0,0,303.81,Churned,Dissatisfaction,Poor expertise of online support
2143-LJULT,Female,55,Yes,0,Fresno,93650,1,67,None,Yes,Yes,No,,,,,,,,,,Two Year,Yes,Credit Card,25.25,1733.15,0,0,4100.93,Stayed,,
2144-BFDSO,Female,70,Yes,0,Ranchita,92066,1,50,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,108.75,5431.9,0,0,5890.9,Stayed,,
2144-ESWKO,Male,47,No,0,San Pedro,90732,0,43,None,No,,Yes,Cable,Yes,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,35.2,1463.7,0,0,1463.7,Stayed,,
2146-EGVDT,Male,33,Yes,0,Chatsworth,91311,3,59,Offer B,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.3,1192.7,0,0,2701.33,Stayed,,
2150-OEGBV,Male,31,No,0,Oakland,94612,0,27,None,Yes,No,No,,,,,,,,,,One Year,No,Bank Withdrawal,20.1,562.6,0,0,1464.4,Stayed,,
2150-UWTFY,Female,21,Yes,3,San Mateo,94402,1,22,Offer D,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,61.15,1422.05,0,80,2447.61,Churned,Dissatisfaction,Service dissatisfaction
2150-WLKUW,Female,27,Yes,0,Banning,92220,4,40,Offer B,Yes,Yes,Yes,DSL,No,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,63.9,2635,0,0,4319,Stayed,,
2153-MREFK,Female,55,Yes,0,Fawnskin,92333,1,37,None,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.2,3754.6,0,0,4870.52,Churned,Attitude,Attitude of support person
2154-KVJFF,Female,42,No,0,Stevinson,95374,0,15,Offer D,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.75,1111.85,0,0,1754.3,Churned,Dissatisfaction,Limited range of services
2155-AMQRX,Female,37,No,0,Norwalk,90650,0,28,None,Yes,Yes,Yes,Cable,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.9,1505.15,0,0,1596.15,Stayed,,
2157-MXBJS,Male,20,Yes,0,Calistoga,94515,1,13,Offer D,Yes,Yes,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,75.3,989.45,0,0,1525.31,Churned,Dissatisfaction,Network reliability
2159-TURXX,Male,26,No,0,Weaverville,96093,0,5,None,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.05,95.55,0,0,206.35,Stayed,,
2160-GPFXD,Male,25,Yes,2,Davis,95618,1,54,Offer B,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,65.65,3566.7,0,0,4894.56,Stayed,,
2162-FRZAA,Male,45,Yes,2,Fort Irwin,92310,7,63,Offer B,No,,Yes,DSL,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,39.35,2395.05,0,0,2395.05,Stayed,,
2164-SOQXL,Female,31,Yes,2,Los Angeles,90043,10,20,None,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.05,406.05,0,0,701.85,Stayed,,
2165-VOEGB,Female,23,No,0,Burbank,91501,0,46,None,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.2,4822.85,0,0,6802.69,Churned,Other,Don't know
2167-FQSTQ,Female,20,Yes,0,Hayward,94541,8,72,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,92.4,6786.1,0,150,9632.5,Stayed,,
2169-RRLFW,Female,48,Yes,0,Capay,95607,3,71,None,Yes,Yes,No,,,,,,,,,,Two Year,No,Credit Card,25.6,1888.25,0,0,2682.03,Stayed,,
2171-UDMFD,Male,22,Yes,3,Chowchilla,93610,5,32,Offer C,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.45,674.55,0,0,1796.15,Stayed,,
2172-EJXVF,Female,65,No,0,Los Angeles,90047,0,71,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,105.9,7521.95,6.65,100,9433.61,Stayed,,
2176-LVPNX,Female,69,No,0,San Jose,95113,0,71,Offer A,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,No,Credit Card,89.85,6293.45,0,140,9088.14,Stayed,,
2176-OSJUV,Male,29,Yes,0,Anaheim,92801,2,71,Offer A,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,Two Year,No,Bank Withdrawal,65.15,4681.75,4.7,0,7561.78,Stayed,,
2178-PMGCJ,Male,22,No,0,Long Beach,90802,0,22,Offer D,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.7,1490.4,0,0,1837.34,Stayed,,
2180-DXNEG,Female,46,No,0,Harbor City,90710,0,12,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96,1062.1,0,0,1368.58,Churned,Dissatisfaction,Product dissatisfaction
2181-TIDSV,Male,47,Yes,3,Glen Ellen,95442,4,68,Offer A,Yes,No,No,,,,,,,,,,Two Year,Yes,Bank Withdrawal,19.95,1303.25,0,0,2646.25,Stayed,,
2181-UAESM,Male,30,No,0,Angelus Oaks,92305,0,2,None,Yes,No,Yes,Cable,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,53.45,119.5,0,0,144.68,Joined,,
2186-QZEYA,Female,68,No,0,San Leandro,94579,0,29,Offer C,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,58.55,1718.95,33.1,0,1943.37,Stayed,,
2187-LZGPL,Female,36,No,0,Walnut Creek,94596,0,7,None,No,,Yes,DSL,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,40.1,293.3,0,0,293.3,Churned,Attitude,Attitude of service provider
2187-PKZAY,Male,23,No,0,Stevinson,95374,0,12,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.95,1043.4,0,0,1524.12,Stayed,,
2188-SXWVT,Female,31,No,0,Chilcoot,96105,0,34,Offer C,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,55,1885.15,0,0,3352.93,Stayed,,
2189-UXTKY,Female,27,Yes,0,La Quinta,92253,1,22,None,Yes,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.2,1742.75,0,0,2031.17,Churned,Dissatisfaction,Product dissatisfaction
2189-WWOEW,Female,37,No,0,Keene,93531,0,15,None,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.9,1269.55,0,0,1639,Churned,Other,Don't know
2190-BCXEC,Female,61,Yes,0,Death Valley,92328,10,40,None,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,78.85,3126.85,0,0,4725.65,Stayed,,
2190-PHBHR,Female,22,Yes,0,Hume,93628,5,72,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,94.45,6921.7,0,0,8558.98,Stayed,,
2192-CKRLV,Female,57,Yes,0,Wilton,95693,2,72,Offer A,No,,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,49.2,3580.95,0,0,3580.95,Stayed,,
2192-OZITF,Female,60,No,0,San Leandro,94577,0,45,Offer B,Yes,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,73.55,3349.1,0,0,5342.15,Stayed,,
2193-SFWQW,Male,47,Yes,1,San Rafael,94903,9,72,None,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,111.95,8033.1,0,0,9766.86,Stayed,,
2194-IIQOF,Female,38,Yes,0,Sunnyvale,94087,7,71,Offer A,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.3,6388.65,0,0,7801.55,Stayed,,
2195-VVRJF,Male,74,Yes,0,Los Angeles,90018,6,18,None,Yes,No,Yes,DSL,Yes,No,No,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,59.1,1011.05,31.05,0,1083.14,Stayed,,
2195-ZRVAX,Female,40,Yes,0,Rodeo,94572,1,47,None,Yes,No,Yes,Cable,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.3,4045.65,0,0,6125.87,Churned,Other,Don't know
2197-OMWGI,Female,65,Yes,1,Los Angeles,90014,4,68,None,No,,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,53,3656.25,0,0,3656.25,Stayed,,
2200-DSAAL,Female,52,No,0,Greenbrae,94904,0,68,None,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,80.65,5330.2,0,90,6800.6,Stayed,,
2202-CUYXZ,Male,25,No,0,Dublin,94568,0,1,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.85,84.85,0,0,120.92,Churned,Competitor,Competitor had better devices
2202-OUTMO,Female,59,Yes,0,Caruthers,93609,5,34,None,Yes,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,60.85,2003.6,0,0,2421.8,Stayed,,
2203-GHNWN,Female,24,Yes,0,Julian,92036,2,24,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,79.65,1928.7,0,0,3007.02,Stayed,,
2205-LPVGL,Male,71,Yes,1,Colusa,95932,1,58,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,89.85,5125.75,0,130,6324.69,Stayed,,
2205-YMZZJ,Male,75,No,0,Clovis,93612,0,7,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,84.8,546.95,0,0,823.52,Churned,Competitor,Competitor made better offer
2207-NHRJK,Male,58,No,0,Carmel,93923,0,1,Offer E,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.8,50.8,0,0,52.08,Churned,Competitor,Competitor had better devices
2207-OBZNX,Male,56,No,0,Aguanga,92536,0,7,None,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,51,354.05,0,0,595.48,Churned,Attitude,Attitude of service provider
2207-QPJED,Female,66,Yes,0,Somes Bar,95568,8,37,None,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,90,3371.75,0,0,3948.95,Stayed,,
2207-RYYRL,Male,34,Yes,1,Grass Valley,95945,6,52,Offer B,Yes,Yes,No,,,,,,,,,,Two Year,No,Credit Card,24.55,1331.05,0,0,2867.65,Stayed,,
2208-MPXIO,Female,42,Yes,2,Escondido,92029,9,45,None,Yes,No,No,,,,,,,,,,Two Year,Yes,Bank Withdrawal,20,886.4,0,0,1864.25,Stayed,,
2208-NKVVH,Male,60,Yes,2,Costa Mesa,92626,4,43,None,Yes,Yes,No,,,,,,,,,,Two Year,No,Credit Card,24.25,1077.95,0,0,1198.78,Stayed,,
2208-NQBCT,Female,23,Yes,3,San Jose,95138,10,26,None,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,81.95,2070.05,0,0,3186.75,Stayed,,
2208-UGTGR,Male,62,No,0,Sultana,93666,0,56,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.6,5581.05,0,0,6196.49,Stayed,,
2209-XADXF,Female,40,No,0,Willow Creek,95573,0,1,Offer E,No,,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,25.25,25.25,0,10,35.25,Joined,,
2211-RMNHO,Female,36,Yes,2,Rio Nido,95471,1,68,None,Yes,Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,85.3,5560,0,0,7270.88,Stayed,,
2212-LYASK,Male,25,Yes,0,Brea,92823,3,27,None,No,,Yes,DSL,No,Yes,Yes,No,No,Yes,Yes,No,One Year,Yes,Credit Card,45.85,1246.4,0,30,1276.4,Stayed,,
2215-ZAFGX,Male,35,No,0,La Mesa,91942,0,9,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.5,791.7,0,0,895.2,Stayed,,
2219-MVUSO,Male,59,No,0,Los Angeles,90028,0,8,None,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.15,438.4,0,0,722.64,Churned,Other,Don't know
2220-IAHLS,Female,49,No,0,Modesto,95356,0,1,None,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.4,19.4,0,0,22.25,Joined,,
2223-GDSHL,Male,41,Yes,1,Fountain Valley,92708,5,71,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,116.05,8297.5,42.57,110,10237.91,Stayed,,
2223-KAGMX,Female,47,No,0,Santa Rosa,95409,0,15,Offer D,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.4,289.3,0,0,786.4,Churned,Price,Long distance charges
2225-ZRGSG,Female,38,Yes,0,Piru,93040,1,70,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,93.9,6579.05,0,0,6962.65,Churned,Price,Long distance charges
2226-ICFDO,Female,39,Yes,0,Covelo,95428,9,72,None,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,85.9,6110.75,0,0,6893.39,Stayed,,
2227-JRSJX,Female,22,No,0,Monterey Park,91754,0,21,Offer D,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.15,1956.4,0,0,2084.92,Stayed,,
2228-BZDEE,Female,45,No,0,Pleasanton,94566,0,54,Offer B,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,20.1,1079.45,0,0,2496.95,Stayed,,
2229-DPMBI,Female,19,Yes,2,Blairsden Graeagle,96103,10,8,None,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.5,162.15,0,0,267.83,Stayed,,
2229-VWQJH,Female,34,No,0,Homewood,96141,0,24,None,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49.3,1233.25,0,0,1348.93,Stayed,,
2230-XTUWL,Female,20,Yes,2,Madera,93637,3,48,Offer B,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.55,883.35,0,0,1519.83,Stayed,,
2232-DMLXU,Female,22,Yes,0,Van Nuys,91411,0,1,None,Yes,No,Yes,DSL,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card,55.2,55.2,0,0,90.8,Churned,Dissatisfaction,Poor expertise of online support
2233-FAGXV,Female,41,Yes,3,Salton City,92275,6,5,None,Yes,Yes,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,24.3,132.25,0,0,165.75,Stayed,,
2233-TXSIU,Male,20,Yes,2,Grass Valley,95945,1,17,None,No,,Yes,DSL,Yes,No,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,44.45,792.15,0,0,792.15,Stayed,,
2234-EOFPT,Male,48,Yes,0,Santa Ana,92701,2,72,None,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,79.35,5753.25,0,40,7938.85,Stayed,,
2234-XADUH,Female,30,Yes,2,Amboy,92304,4,72,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,103.2,7362.9,45.38,0,9453.04,Stayed,,
2235-DWLJU,Female,75,No,0,Thousand Palms,92276,0,6,None,No,,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.4,263.05,0,0,263.05,Stayed,,
2235-EZAIK,Female,21,Yes,0,Badger,93603,9,72,Offer A,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,-4,5401.9,0,20,7035.42,Stayed,,
2235-ZGKPT,Female,36,Yes,1,Los Angeles,90062,1,4,None,Yes,Yes,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.85,239.55,0,0,291.07,Churned,Dissatisfaction,Product dissatisfaction
2236-HILPA,Male,55,Yes,2,Hayward,94544,9,62,Offer B,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,20.65,1218.45,0,0,1909.75,Stayed,,
2237-ZFSMY,Female,29,No,0,Riverdale,93656,0,39,Offer C,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,95.55,3692.85,0,0,3867.57,Churned,Attitude,Attitude of service provider
2239-CFOUJ,Male,27,Yes,2,Trinidad,95570,3,1,None,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,20.4,20.4,0,0,47.9,Joined,,
2239-CGBUZ,Female,56,Yes,0,West Covina,91791,4,51,Offer B,Yes,No,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,60.5,3145.15,0,0,5551.33,Stayed,,
2239-JALAW,Male,20,No,0,Escondido,92027,0,58,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.25,6017.65,0,0,8598.65,Churned,Competitor,Competitor made better offer
2240-HSJQD,Male,44,No,2,La Mesa,91942,0,38,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,81.85,3141.7,0,0,3189.96,Stayed,,
2242-MFOTG,Male,29,No,0,Poway,92064,0,33,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,80.1,2603.3,0,0,3451.73,Stayed,,
2243-FNMMI,Male,20,No,0,Torrance,90501,0,20,Offer D,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.4,415.4,0,0,1035.8,Stayed,,
2245-ADZFJ,Female,58,Yes,0,Castella,96017,9,31,Offer C,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,80.55,2471.6,0,0,3355.72,Stayed,,
2249-YPRNG,Female,57,Yes,0,The Sea Ranch,95497,3,20,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.85,2239.65,0,0,2815.45,Churned,Dissatisfaction,Service dissatisfaction
2250-IVBWA,Male,47,Yes,2,San Jose,95112,4,64,None,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,81.05,5135.35,0,0,8302.71,Stayed,,
2251-PYLPB,Male,34,Yes,0,Big Bear Lake,92315,3,72,Offer A,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,79.55,5810.9,0,0,9054.5,Stayed,,
2252-ISRNH,Male,22,Yes,3,Covelo,95428,9,9,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,-10,767.9,0,0,1042.04,Stayed,,
2252-JHJGE,Male,24,No,0,Sun Valley,91352,0,61,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,104,6363.45,0,0,9150.54,Stayed,,
2252-NKNSI,Male,63,No,0,Salinas,93905,0,52,None,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,85.15,4461.85,0,0,6126.89,Stayed,,
2253-KPMNB,Female,29,Yes,2,Live Oak,95953,10,69,None,No,,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,46.25,3121.4,0,0,3121.4,Stayed,,
2254-DLXRI,Female,33,No,0,Burbank,91504,0,1,Offer E,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,79.15,79.15,0,60,157.15,Joined,,
2256-YLYLP,Male,45,Yes,1,Cypress,90630,4,68,None,Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,72.95,4953.25,0,0,7274.09,Stayed,,
2257-BOVXD,Male,48,Yes,0,Tahoe City,96145,3,14,None,Yes,Yes,Yes,DSL,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,66.6,979.5,0,0,1289.46,Stayed,,
2259-OUUSZ,Male,28,No,0,San Diego,92106,0,7,Offer E,No,,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,35.5,249.55,0,0,249.55,Stayed,,
2260-USTRB,Female,75,No,0,Campo,91906,0,2,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.2,115.95,0,0,135.05,Churned,Competitor,Competitor offered more data
2262-SLNVK,Female,53,No,0,Birds Landing,94512,0,1,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.1,70.1,0,0,71.25,Joined,,
2263-SFSQZ,Male,46,Yes,2,San Jose,95138,7,51,None,Yes,Yes,No,,,,,,,,,,Two Year,Yes,Credit Card,24.95,1222.25,0,0,2081.6,Stayed,,
2265-CYWIV,Female,68,Yes,0,Hickman,95323,1,4,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.6,347.65,25.79,0,397.5,Churned,Dissatisfaction,Network reliability
2266-FUBDZ,Male,19,Yes,3,San Francisco,94115,2,15,None,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.35,278.85,0,0,975.9,Stayed,,
2266-SJNAT,Female,21,Yes,0,Temecula,92592,2,72,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,109.15,7789.6,0,0,8642.8,Stayed,,
2267-FPIMA,Male,27,Yes,0,San Carlos,94070,1,50,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.4,4914.9,0,0,5793.9,Stayed,,
2267-WTPYD,Female,77,Yes,0,Granada Hills,91344,1,57,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,94,5438.95,0,0,6752.8,Stayed,,
